STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_006,Year at 30 June,SEX_POPES_SUB_006,Sex,AGE_POPES_SUB_006,Age,AREA_POPES_SUB_006,Area,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",316401,,200,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",316500,,1020,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",316600,,2250,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",316700,,170,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",316800,,740,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",316900,,1960,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317000,,1390,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317100,,760,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317201,,1080,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317301,,2580,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317400,,3560,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317501,,1000,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317600,,1710,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317701,,2380,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317800,,4330,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",317900,,4250,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318000,,2920,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318100,,1790,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318200,,1020,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318300,,3350,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318401,,750,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318402,,320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318501,,1790,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318600,,2780,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318700,,2850,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318800,,2190,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",318901,,1900,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319000,,2310,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319101,,340,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319200,,3690,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319300,,3570,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319400,,2000,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319500,,2960,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319600,,3290,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319700,,3370,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319800,,1810,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",319900,,3440,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320000,,110,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320100,,3100,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320200,,3950,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320300,,2580,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320400,,150,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320501,,2750,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320600,,3080,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320700,,3380,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320800,,2890,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",320900,,2300,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321000,,4120,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321101,,3220,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321102,,2050,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321200,,2600,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321301,,2480,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321302,,2400,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321400,,3560,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321500,,1970,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321600,,2770,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321701,,3020,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321800,,3320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",321901,,2080,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322000,,1850,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322100,,2650,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322200,,2850,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322300,,430,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322400,,2580,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322500,,900,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322600,,2180,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322700,,2880,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322800,,1640,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",322900,,2320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323000,,2990,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323100,,3840,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323200,,1470,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323300,,3870,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323400,,4250,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323500,,220,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323600,,1490,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323700,,3560,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323800,,2220,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",323900,,2690,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324001,,2530,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324100,,910,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324200,,60,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324300,,2800,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324400,,4040,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324501,,4580,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324502,,410,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324600,,2620,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324700,,650,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324800,,3420,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",324900,,40,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325000,,2930,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325100,,4050,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325200,,1360,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325301,,1380,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325302,,3330,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325400,,4110,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325500,,200,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325601,,3440,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325700,,1320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325800,,3090,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",325900,,2430,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326000,,1290,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326100,,2670,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326200,,100,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326301,,3430,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326400,,20,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326500,,2420,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326600,,140,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326701,,3620,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326800,,2320,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",326900,,3190,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",327000,,3280,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",327100,,960,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",327200,,4130,
DATAFLOW,STATSNZ:POPES_SUB_006(1.0),"Subnational population estimates (TA, SA2), by age and sex, at 30 June 1996-2023 (2023 boundaries)",I,2023,2023,SEX3,"Total people, sex",TOTALALLAGES,"Total people, age",327301,,2100,
